"","recipe","Source","Page","Type","Cuisine","diet","Ingredients","makeability","Needed"
"64","beets with buttermilk and walnuts","nothing fancy",155,"side","western","Vegetarian","<span style='color: #458B00;'>red wine vinegar</span> or <span style='color: #458B00;'>white wine vinegar</span>, <span style='color: #458B00;'>sour cream</span> or <span style='color: #458B00;'>greek yogurt</span>, <span style='color: #458B00;'>walnuts</span> or <span style='color: #458B00;'>pecans</span> or <span style='color: #CD2626;'>hazelnuts</span>, <span style='color: #CD2626;'>beets</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>sumac</span>, <span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>cumin seed</span>, <span style='color: #458B00;'>olive oil</span>",5,2
"65","creamy cauliflower and onion gratin","nothing fancy",151,"side","western","Vegetarian","<span style='color: #458B00;'>red pepper flakes</span> or <span style='color: #458B00;'>panko</span> or <span style='color: #CD2626;'>gruyere</span> or <span style='color: #458B00;'>white cheddar</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>cauliflower</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>sesame seeds</span>",5,3
"66","hard roasted spiced cauliflower","nothing fancy",150,"side","western","Vegetarian","<span style='color: #CD2626;'>feta</span> or <span style='color: #CD2626;'>chives</span> or <span style='color: #CD2626;'>mint</span> or <span style='color: #CD2626;'>parsley</span> or <span style='color: #458B00;'>cilantro</span>, <span style='color: #CD2626;'>cauliflower</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>fennel seed</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>turmeric</span>, <span style='color: #458B00;'>olive oil</span>",5,3
"67","roasted squash with yogurt and spiced butter pistachios","nothing fancy",148,"side","western","Vegetarian","<span style='color: #CD2626;'>acorn squash</span> or <span style='color: #CD2626;'>kabocha squash</span> or <span style='color: #CD2626;'>butternut squash</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>pistachios</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>turmeric</span>, <span style='color: #458B00;'>cinnamon</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>greek yogurt</span>, <span style='color: #458B00;'>lemon</span>",5,1
"68","spicy caramelized leeks with fresh lemon","nothing fancy",140,"side","western","Vegan","<span style='color: #CD2626;'>leek</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>harissa</span>, <span style='color: #458B00;'>lemon</span>",5,1
"69","sticky roasted carrots with citrus and tahini","nothing fancy",132,"side","western","Vegan","<span style='color: #458B00;'>lemon</span> or <span style='color: #458B00;'>lime</span>, <span style='color: #CDAD00;'>blood orange</span> or <span style='color: #458B00;'>orange</span> or <span style='color: orange;'>tangerine</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>maple syrup</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>tahini</span>",3,2
"70","roasted radishes with green goddess butter","nothing fancy",124,"side","western","Non-vegetarian","<span style='color: #CD2626;'>radish</span> or <span style='color: #CD2626;'>baby turnips</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #CD2626;'>tarragon</span>, <span style='color: #CD2626;'>chives</span>, <span style='color: #458B00;'>anchovies</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>white wine vinegar</span>, <span style='color: #458B00;'>lemon</span>",5,4
"71","grilled carrots with limey hot sauce and cotija","nothing fancy",123,"side","latin","Vegetarian","<span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #CD2626;'>jalapeno</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>cotija</span>",5,1
"72","charred corn and scallions with tomatillo","nothing fancy",113,"salad","latin","Vegan","<span style='color: #458B00;'>scallions</span>, <span style='color: #CD2626;'>corn on the cob</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #CD2626;'>tomatillo</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #CD2626;'>avocado</span>, <span style='color: #458B00;'>olive oil</span>",5,3
"73","summer squash with basil, parmesan and toasted pepitas","nothing fancy",108,"salad","western","Vegetarian","<span style='color: #CD2626;'>zucchini</span> or <span style='color: #CD2626;'>summer squash</span>, <span style='color: #458B00;'>pepitas</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>fish sauce</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>chives</span>, <span style='color: #458B00;'>basil</span>, <span style='color: #CD2626;'>parsley</span>",5,3
"74","smashed cucumbers with sizzled turmeric and garlic","nothing fancy",107,"salad","western","Vegan","<span style='color: orange;'>persian cucumber</span> or <span style='color: #458B00;'>cucumber</span>, <span style='color: #458B00;'>white wine vinegar</span> or <span style='color: #458B00;'>rice wine vinegar</span>, <span style='color: #CD2626;'>dill</span> or <span style='color: #CD2626;'>mint</span> or <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>turmeric</span>, <span style='color: #458B00;'>scallions</span>",1,0
"75","crushed peas with burrata and olives","nothing fancy",104,"salad","western","Vegetarian","<span style='color: #CD2626;'>burrata</span> or <span style='color: #CD2626;'>mozzerella</span>, <span style='color: #CD2626;'>castlevetrano olives</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>peas</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>arugula</span>, <span style='color: #CD2626;'>mint</span>, <span style='color: #CD2626;'>chives</span>, <span style='color: #CD2626;'>parsley</span>",5,5
"76","vinegared apples with white cheddar","nothing fancy",103,"salad","western","Vegetarian","<span style='color: #CD2626;'>horseradish</span> or <span style='color: #CD2626;'>persimmon</span> or <span style='color: #CD2626;'>asian pear</span>, <span style='color: #458B00;'>apple cider vinegar</span> or <span style='color: #458B00;'>white wine vinegar</span>, <span style='color: #458B00;'>white cheddar</span> or <span style='color: #CD2626;'>gouda</span>, <span style='color: #CD2626;'>apple</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #458B00;'>olive oil</span>",5,3
"77","spicy red cabbage with sweet onion and lime","nothing fancy",99,"salad","western","Vegan","<span style='color: #CD2626;'>jalapeno</span> or <span style='color: orange;'>red onion</span> or <span style='color: orange;'>sweet onion</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>sumac</span>, <span style='color: #CD2626;'>red cabbage</span>, <span style='color: #458B00;'>olive oil</span>",5,3
"78","citrusy cucumbers with red onion and toasted sesame","nothing fancy",96,"salad","western","Vegan","<span style='color: #458B00;'>sumac</span> or <span style='color: #458B00;'>lemon</span> or <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>cucumber</span> or <span style='color: orange;'>persian cucumber</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>tahini</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>sesame seeds</span>, <span style='color: #458B00;'>olive oil</span>",3,1
"79","salted citrus salad with fennel, radish and olive","nothing fancy",92,"salad","western","Vegan","<span style='color: orange;'>tangerine</span> or <span style='color: #458B00;'>orange</span> or <span style='color: #CDAD00;'>blood orange</span>, <span style='color: #458B00;'>lemon</span> or <span style='color: #458B00;'>lime</span>, <span style='color: #CD2626;'>castlevetrano olives</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>radish</span>, <span style='color: #CD2626;'>fennel bulb</span>, <span style='color: #458B00;'>honey</span>",5,4
"80","iceberg with pecorino, crushed olives and pickled chile","nothing fancy",91,"salad","western","Vegetarian","<span style='color: #CD2626;'>jalapeno</span> or <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>white vinegar</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #CD2626;'>castlevetrano olives</span>, <span style='color: #458B00;'>oregano</span>, <span style='color: #CD2626;'>iceberg lettuce</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>parmesan</span>",5,4
"81","slightly sticky walnuts with sesame and sumac","nothing fancy",76,"appetizer","western","Vegan","<span style='color: #458B00;'>walnuts</span>, <span style='color: #458B00;'>maple syrup</span>, <span style='color: #458B00;'>tahini</span>, <span style='color: #458B00;'>sesame seeds</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>sumac</span>",1,0
"82","a better garlic bread","nothing fancy",73,"side","western","Non-vegetarian","<span style='color: #458B00;'>red pepper flakes</span> or <span style='color: #CD2626;'>parsley</span> or <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>anchovies</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>baguette</span>",5,1
"83","overnight focaccia tonight","nothing fancy",70,"side","western","Vegan","<span style='color: #458B00;'>bread flour</span> or <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>instant yeast</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: orange;'>red onion</span>",3,1
"84","seeded breadsticks with parmesan","nothing fancy",66,"appetizer","western","Vegetarian","<span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>active dry yeast</span>, <span style='color: #458B00;'>sesame seeds</span>, <span style='color: #CD2626;'>poppy seeds</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>olive oil</span>",5,1
"85","tangy roasted mushrooms","nothing fancy",60,"side","western","Vegan","<span style='color: #CD2626;'>parsley</span> or <span style='color: #CD2626;'>chives</span> or <span style='color: #458B00;'>cilantro</span> or <span style='color: #458B00;'>white onion</span> or <span style='color: #458B00;'>shallot</span>, <span style='color: #CD2626;'>eggplant</span> or <span style='color: #CD2626;'>mushrooms</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>white wine vinegar</span>",5,2
"86","creamy goat cheese with lemony zaatar","nothing fancy",53,"appetizer","mediterranean","Vegetarian","<span style='color: #458B00;'>crackers</span> or <span style='color: orange;'>crusty bread</span>, <span style='color: #458B00;'>sesame seeds</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: orange;'>thyme</span>, <span style='color: #458B00;'>goat cheese</span>",3,1
"87","crispy haloumi with honey and pistachio","nothing fancy",49,"appetizer","western","Vegetarian","<span style='color: #CD2626;'>halloumi</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #458B00;'>pistachios</span>",5,1
"88","creamy sesame turmeric dip","nothing fancy",26,"sauce","western","Vegetarian","<span style='color: #CD2626;'>cream cheese</span>, <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>tahini</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>sesame seeds</span>, <span style='color: #458B00;'>turmeric</span>",5,1
"89","garlicky beet dip with walnuts","nothing fancy",25,"sauce","western","Vegetarian","<span style='color: #458B00;'>sour cream</span> or <span style='color: #458B00;'>greek yogurt</span> or <span style='color: #CD2626;'>beets</span> or <span style='color: #458B00;'>carrot</span> or <span style='color: #CD2626;'>sweet potato</span>, <span style='color: #458B00;'>walnuts</span> or <span style='color: #CD2626;'>hazelnuts</span> or <span style='color: #458B00;'>almonds</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #CD2626;'>dill</span>, <span style='color: #458B00;'>olive oil</span>",5,2
"90","labne with sizzled scallions and chile (almost ranch)","nothing fancy",22,"sauce","western","Vegetarian","<span style='color: #CD2626;'>chives</span> or <span style='color: #458B00;'>greek yogurt</span> or <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>lemon</span>",1,0
"91","braised pork shoulder with fried shallots and pickled vegetables","Appetites",208,"meal","western","Non-vegetarian","<span style='color: #CDAD00;'>red miso</span> or <span style='color: #458B00;'>white miso</span>, <span style='color: #CD2626;'>pork shoulder</span>, <span style='color: #CDAD00;'>peanut oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>rice vinegar</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>coke</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>cucumber</span>, <span style='color: #458B00;'>white vinegar</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>rice</span>",5,4
